stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,coef,se,caption,new_caption,new_caption2,FIGURE,CR_P_RELIABLE,CR_Q_RELIABLE,ZERO
Health care service use,Bld_prss_chk,Blood pressure check,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Not in MSA,88.6,"87.1,90.0","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,"Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.",12,,1,1
Health care service use,Flu_vacc,Receipt of influenza vaccination,Number or Percentage,ind,(none),Total,Demographic Characteristics,ind,Total,Total,46.8,"46.0,47.7","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.,13,,1,1
Health care service use,Flu_vacc,Receipt of influenza vaccination,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Male,42.8,"41.7,43.9","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.,13,,1,1
Health care service use,Flu_vacc,Receipt of influenza vaccination,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Female,50.6,"49.6,51.6","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.,13,,1,1
Health care service use,Flu_vacc,Receipt of influenza vaccination,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,18-34,36.6,"35.0,38.1","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.,13,,1,1
Health care service use,Flu_vacc,Receipt of influenza vaccination,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,35-49,37.9,"36.4,39.5","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.,13,,1,1
Health care service use,Flu_vacc,Receipt of influenza vaccination,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,50-64,48.1,"46.8,49.3","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.,13,,1,1
Health care service use,Flu_vacc,Receipt of influenza vaccination,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,65 and over,70.2,"69.1,71.4","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.,13,,1,1
Health care service use,Flu_vacc,Receipt of influenza vaccination,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,Hispanic,37.9,"36.0,39.8","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.,13,,1,1
Health care service use,Flu_vacc,Receipt of influenza vaccination,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"Black, non-Hispanic",49.8,"48.8,50.7","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.,13,,1,1
Health care service use,Flu_vacc,Receipt of influenza vaccination,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"White, non-Hispanic",40.4,"38.5,42.4","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.,13,,1,1
Health care service use,Flu_vacc,Receipt of influenza vaccination,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"Other, non-Hispanic",51.1,"48.4,53.8","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.,13,,1,1
Health care service use,Flu_vacc,Receipt of influenza vaccination,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,High school diploma or lower,43.6,"42.3,44.9","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.,13,,1,1
Health care service use,Flu_vacc,Receipt of influenza vaccination,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,Some college,46.6,"45.3,47.9","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.,13,,1,1
Health care service use,Flu_vacc,Receipt of influenza vaccination,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,College degree or higher,55.8,"54.5,57.0","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.,13,,1,1
Health care service use,Flu_vacc,Receipt of influenza vaccination,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Large MSA,47,"45.7,48.2","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.,13,,1,1
Health care service use,Flu_vacc,Receipt of influenza vaccination,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Small MSA,46.5,"45.0,47.9","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.,13,,1,1
Health care service use,Flu_vacc,Receipt of influenza vaccination,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Not in MSA,46.9,"44.9,48.8","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States",,Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.,13,,1,1
Health care service access,No_Medcl,Did not get needed medical care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,ind,Total,Total,8.3,"7.9 ,8.8","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.,14,,1,1
Health care service access,No_Medcl,Did not get needed medical care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Male,6.9,"6.4 ,7.5","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.,14,,1,1
Health care service access,No_Medcl,Did not get needed medical care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Female,9.6,"9.0 ,10.3","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.,14,,1,1
Health care service access,No_Medcl,Did not get needed medical care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,18-34,9.2,"8.4 ,10.0","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.,14,,1,1
Health care service access,No_Medcl,Did not get needed medical care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,35-49,9.9,"9.1 ,10.7","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.,14,,1,1
Health care service access,No_Medcl,Did not get needed medical care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,50-64,9.9,"9.1 ,10.9","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.,14,,1,1
Health care service access,No_Medcl,Did not get needed medical care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,65 and over,3.4,"2.9 ,4.0","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.,14,,1,1
Health care service access,No_Medcl,Did not get needed medical care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,Hispanic,12,"10.9,13.2","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.,14,,1,1
Health care service access,No_Medcl,Did not get needed medical care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"Black, non-Hispanic",7.2,"6.7 ,7.8","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.,14,,1,1
Health care service access,No_Medcl,Did not get needed medical care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"White, non-Hispanic",11.2,"10.0,12.4","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.,14,,1,1
Health care service access,No_Medcl,Did not get needed medical care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"Other, non-Hispanic",5.4,"4.3 ,6.5","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.,14,,1,1
Health care service access,No_Medcl,Did not get needed medical care due to cost,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,High school diploma or lower,11.1,"10.2,12.0","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.,14,,1,1
Health care service access,No_Medcl,Did not get needed medical care due to cost,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,Some college,9.2,"8.5 ,10.0","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.,14,,1,1
Health care service access,No_Medcl,Did not get needed medical care due to cost,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,College degree or higher,4.3,"3.9 ,4.8","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.,14,,1,1
Health care service access,No_Medcl,Did not get needed medical care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Large MSA,7.8,"7.2 ,8.4","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.,14,,1,1
Health care service access,No_Medcl,Did not get needed medical care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Small MSA,8.8,"8.2 ,9.5","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.,14,,1,1
Health care service access,No_Medcl,Did not get needed medical care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Not in MSA,9.4,"8.1 ,10.8","Percentage of adults aged 18 and over who did not get needed medical care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed medical care because of the cost during the past 12 months.,14,,1,1
Health care service access,Mental,Did not get needed mental health care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,ind,Total,Total,4.3,"4.0 ,4.7","Percentage of adults aged 18 and over who did not get needed mental health care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed counseling or therapy from a mental health professional because of the cost during the past 12 months.,15,,1,1
Health care service access,Mental,Did not get needed mental health care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Male,2.6,"2.2 ,2.9","Percentage of adults aged 18 and over who did not get needed mental health care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed counseling or therapy from a mental health professional because of the cost during the past 12 months.,15,,1,1
Health care service access,Mental,Did not get needed mental health care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Female,6,"5.5 ,6.5","Percentage of adults aged 18 and over who did not get needed mental health care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed counseling or therapy from a mental health professional because of the cost during the past 12 months.,15,,1,1
Health care service access,Mental,Did not get needed mental health care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,18-34,6.5,"5.8 ,7.3","Percentage of adults aged 18 and over who did not get needed mental health care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed counseling or therapy from a mental health professional because of the cost during the past 12 months.,15,,1,1
Health care service access,Mental,Did not get needed mental health care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,35-49,5.1,"4.4 ,5.8","Percentage of adults aged 18 and over who did not get needed mental health care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed counseling or therapy from a mental health professional because of the cost during the past 12 months.,15,,1,1
Health care service access,Mental,Did not get needed mental health care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,50-64,3.5,"3.1 ,4.0","Percentage of adults aged 18 and over who did not get needed mental health care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed counseling or therapy from a mental health professional because of the cost during the past 12 months.,15,,1,1
Health care service access,Mental,Did not get needed mental health care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,65 and over,1.3,"1.1 ,1.6","Percentage of adults aged 18 and over who did not get needed mental health care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed counseling or therapy from a mental health professional because of the cost during the past 12 months.,15,,1,1
Health care service access,Mental,Did not get needed mental health care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,Hispanic,4.6,"3.8 ,5.6","Percentage of adults aged 18 and over who did not get needed mental health care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed counseling or therapy from a mental health professional because of the cost during the past 12 months.,15,,1,1
Health care service access,Mental,Did not get needed mental health care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"Black, non-Hispanic",4.4,"4.0 ,4.9","Percentage of adults aged 18 and over who did not get needed mental health care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed counseling or therapy from a mental health professional because of the cost during the past 12 months.,15,,1,1
Health care service access,Mental,Did not get needed mental health care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"White, non-Hispanic",4.2,"3.5 ,5.1","Percentage of adults aged 18 and over who did not get needed mental health care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed counseling or therapy from a mental health professional because of the cost during the past 12 months.,15,,1,1
Health care service access,Mental,Did not get needed mental health care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"Other, non-Hispanic",3.4,"2.6 ,4.4","Percentage of adults aged 18 and over who did not get needed mental health care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed counseling or therapy from a mental health professional because of the cost during the past 12 months.,15,,1,1
Health care service access,Mental,Did not get needed mental health care due to cost,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,High school diploma or lower,3.4,"2.9 ,4.0","Percentage of adults aged 18 and over who did not get needed mental health care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed counseling or therapy from a mental health professional because of the cost during the past 12 months.,15,,1,1
Health care service access,Mental,Did not get needed mental health care due to cost,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,Some college,5.2,"4.6 ,5.9","Percentage of adults aged 18 and over who did not get needed mental health care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed counseling or therapy from a mental health professional because of the cost during the past 12 months.,15,,1,1
Health care service access,Mental,Did not get needed mental health care due to cost,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,College degree or higher,4.3,"3.9 ,4.7","Percentage of adults aged 18 and over who did not get needed mental health care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed counseling or therapy from a mental health professional because of the cost during the past 12 months.,15,,1,1
Health care service access,Mental,Did not get needed mental health care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Large MSA,4.4,"3.9 ,4.9","Percentage of adults aged 18 and over who did not get needed mental health care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed counseling or therapy from a mental health professional because of the cost during the past 12 months.,15,,1,1
Health care service access,Mental,Did not get needed mental health care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Small MSA,4.5,"4.0 ,5.2","Percentage of adults aged 18 and over who did not get needed mental health care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed counseling or therapy from a mental health professional because of the cost during the past 12 months.,15,,1,1
Health care service access,Mental,Did not get needed mental health care due to cost,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Not in MSA,3.7,"3.0 ,4.4","Percentage of adults aged 18 and over who did not get needed mental health care due to cost in the past 12 months (95% confidence intervals), United States",,Adults were asked if there was any time when they did not get needed counseling or therapy from a mental health professional because of the cost during the past 12 months.,15,,1,1
Health care service access,No_Pres,Did not take medication as prescribed to save money,Number or Percentage,ind,(none),Total,Demographic Characteristics,ind,Total,Total,9.7,"9.1 ,10.2","Percentage of adults aged 18 and over of failure who did not take medication as prescribed to save money in the past 12 months (95% confidence intervals), United States",,"Did not take medication as prescribed to save money in the past 12 months is defined as report of skipped medication doses to save money, taking less medication to save money, or delayed filling of a prescription to save money. ",16,,1,1
Health care service access,No_Pres,Did not take medication as prescribed to save money,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Male,7.9,"7.2 ,8.6","Percentage of adults aged 18 and over of failure who did not take medication as prescribed to save money in the past 12 months (95% confidence intervals), United States",,"Did not take medication as prescribed to save money in the past 12 months is defined as report of skipped medication doses to save money, taking less medication to save money, or delayed filling of a prescription to save money. ",16,,1,1
Health care service access,No_Pres,Did not take medication as prescribed to save money,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Female,11,"10.3,11.8","Percentage of adults aged 18 and over of failure who did not take medication as prescribed to save money in the past 12 months (95% confidence intervals), United States",,"Did not take medication as prescribed to save money in the past 12 months is defined as report of skipped medication doses to save money, taking less medication to save money, or delayed filling of a prescription to save money. ",16,,1,1
Health care service access,No_Pres,Did not take medication as prescribed to save money,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,18-34,11.1,"9.9 ,12.5","Percentage of adults aged 18 and over of failure who did not take medication as prescribed to save money in the past 12 months (95% confidence intervals), United States",,"Did not take medication as prescribed to save money in the past 12 months is defined as report of skipped medication doses to save money, taking less medication to save money, or delayed filling of a prescription to save money. ",16,,1,1
Health care service access,No_Pres,Did not take medication as prescribed to save money,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,35-49,13.3,"12.2,14.5","Percentage of adults aged 18 and over of failure who did not take medication as prescribed to save money in the past 12 months (95% confidence intervals), United States",,"Did not take medication as prescribed to save money in the past 12 months is defined as report of skipped medication doses to save money, taking less medication to save money, or delayed filling of a prescription to save money. ",16,,1,1
Health care service access,No_Pres,Did not take medication as prescribed to save money,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,50-64,10.2,"9.3 ,11.2","Percentage of adults aged 18 and over of failure who did not take medication as prescribed to save money in the past 12 months (95% confidence intervals), United States",,"Did not take medication as prescribed to save money in the past 12 months is defined as report of skipped medication doses to save money, taking less medication to save money, or delayed filling of a prescription to save money. ",16,,1,1
Health care service access,No_Pres,Did not take medication as prescribed to save money,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,65 and over,5.3,"4.6 ,5.9","Percentage of adults aged 18 and over of failure who did not take medication as prescribed to save money in the past 12 months (95% confidence intervals), United States",,"Did not take medication as prescribed to save money in the past 12 months is defined as report of skipped medication doses to save money, taking less medication to save money, or delayed filling of a prescription to save money. ",16,,1,1
Health care service access,No_Pres,Did not take medication as prescribed to save money,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,Hispanic,11.6,"9.8 ,13.6","Percentage of adults aged 18 and over of failure who did not take medication as prescribed to save money in the past 12 months (95% confidence intervals), United States",,"Did not take medication as prescribed to save money in the past 12 months is defined as report of skipped medication doses to save money, taking less medication to save money, or delayed filling of a prescription to save money. ",16,,1,1
Health care service access,No_Pres,Did not take medication as prescribed to save money,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"Black, non-Hispanic",9,"8.4 ,9.6","Percentage of adults aged 18 and over of failure who did not take medication as prescribed to save money in the past 12 months (95% confidence intervals), United States",,"Did not take medication as prescribed to save money in the past 12 months is defined as report of skipped medication doses to save money, taking less medication to save money, or delayed filling of a prescription to save money. ",16,,1,1
Health care service access,No_Pres,Did not take medication as prescribed to save money,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"White, non-Hispanic",13.1,"11.5,14.8","Percentage of adults aged 18 and over of failure who did not take medication as prescribed to save money in the past 12 months (95% confidence intervals), United States",,"Did not take medication as prescribed to save money in the past 12 months is defined as report of skipped medication doses to save money, taking less medication to save money, or delayed filling of a prescription to save money. ",16,,1,1
Health care service access,No_Pres,Did not take medication as prescribed to save money,Number or Percentage,ind,(none),Total,Demographic Characteristics,hisprace,Hispanic origin and race,"Other, non-Hispanic",7,"5.7 ,8.6","Percentage of adults aged 18 and over of failure who did not take medication as prescribed to save money in the past 12 months (95% confidence intervals), United States",,"Did not take medication as prescribed to save money in the past 12 months is defined as report of skipped medication doses to save money, taking less medication to save money, or delayed filling of a prescription to save money. ",16,,1,1
Health care service access,No_Pres,Did not take medication as prescribed to save money,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,High school diploma or lower,10.6,"9.7 ,11.6","Percentage of adults aged 18 and over of failure who did not take medication as prescribed to save money in the past 12 months (95% confidence intervals), United States",,"Did not take medication as prescribed to save money in the past 12 months is defined as report of skipped medication doses to save money, taking less medication to save money, or delayed filling of a prescription to save money. ",16,,1,1
Health care service access,No_Pres,Did not take medication as prescribed to save money,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,Some college,11.8,"10.7,12.9","Percentage of adults aged 18 and over of failure who did not take medication as prescribed to save money in the past 12 months (95% confidence intervals), United States",,"Did not take medication as prescribed to save money in the past 12 months is defined as report of skipped medication doses to save money, taking less medication to save money, or delayed filling of a prescription to save money. ",16,,1,1
Health care service access,No_Pres,Did not take medication as prescribed to save money,Number or Percentage,ind,(none),Total,Socio-economic status,education,Education,College degree or higher,6.7,"6.1 ,7.3","Percentage of adults aged 18 and over of failure who did not take medication as prescribed to save money in the past 12 months (95% confidence intervals), United States",,"Did not take medication as prescribed to save money in the past 12 months is defined as report of skipped medication doses to save money, taking less medication to save money, or delayed filling of a prescription to save money. ",16,,1,1
Health care service access,No_Pres,Did not take medication as prescribed to save money,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Large MSA,8.7,"8.1 ,9.4","Percentage of adults aged 18 and over of failure who did not take medication as prescribed to save money in the past 12 months (95% confidence intervals), United States",,"Did not take medication as prescribed to save money in the past 12 months is defined as report of skipped medication doses to save money, taking less medication to save money, or delayed filling of a prescription to save money. ",16,,1,1
Health care service access,No_Pres,Did not take medication as prescribed to save money,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Small MSA,10.4,"9.3 ,11.5","Percentage of adults aged 18 and over of failure who did not take medication as prescribed to save money in the past 12 months (95% confidence intervals), United States",,"Did not take medication as prescribed to save money in the past 12 months is defined as report of skipped medication doses to save money, taking less medication to save money, or delayed filling of a prescription to save money. ",16,,1,1
Health care service access,No_Pres,Did not take medication as prescribed to save money,Number or Percentage,ind,(none),Total,Demographic Characteristics,msa,Place of residence,Not in MSA,11.2,"9.7 ,12.9","Percentage of adults aged 18 and over of failure who did not take medication as prescribed to save money in the past 12 months (95% confidence intervals), United States",,"Did not take medication as prescribed to save money in the past 12 months is defined as report of skipped medication doses to save money, taking less medication to save money, or delayed filling of a prescription to save money. ",16,,1,1
Health behaviors,Smk_now,Current cigarette smoking,Number or Percentage,ind,(none),Total,Demographic Characteristics,ind,Total,Total,14.2,"13.8,14.7","Percentage of current cigarette smoking for adults aged 18 and over (95% confidence intervals), United States",,Current cigarette smoking is defined as report of smoking at least 100 cigarettes in a lifetime and now smoking every day or some days.,17,,1,1
Health behaviors,Smk_now,Current cigarette smoking,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Male,15.5,"14.9,16.2","Percentage of current cigarette smoking for adults aged 18 and over (95% confidence intervals), United States",,Current cigarette smoking is defined as report of smoking at least 100 cigarettes in a lifetime and now smoking every day or some days.,17,,1,1
Health behaviors,Smk_now,Current cigarette smoking,Number or Percentage,ind,(none),Total,Demographic Characteristics,sex,Sex,Female,13,"12.3,13.7","Percentage of current cigarette smoking for adults aged 18 and over (95% confidence intervals), United States",,Current cigarette smoking is defined as report of smoking at least 100 cigarettes in a lifetime and now smoking every day or some days.,17,,1,1
Health behaviors,Smk_now,Current cigarette smoking,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,18-34,13.6,"12.6,14.6","Percentage of current cigarette smoking for adults aged 18 and over (95% confidence intervals), United States",,Current cigarette smoking is defined as report of smoking at least 100 cigarettes in a lifetime and now smoking every day or some days.,17,,1,1
Health behaviors,Smk_now,Current cigarette smoking,Number or Percentage,ind,(none),Total,Demographic Characteristics,agegrps,Age groups,35-49,16.8,"15.8,17.8","Percentage of current cigarette smoking for adults aged 18 and over (95% confidence intervals), United States",,Current cigarette smoking is defined as report of smoking at least 100 cigarettes in a lifetime and now smoking every day or some days.,17,,1,1
